0 0.899099 0.100233 0.000667444
0.1 0.898198 0.100466 0.00133644
0.2 0.897295 0.100698 0.00200699
0.3 0.89639 0.10093 0.00267909
0.4 0.895485 0.101162 0.00335273
0.5 0.894579 0.101393 0.00402791
0.6 0.893671 0.101624 0.00470464
0.7 0.892762 0.101855 0.0053829
0.8 0.891852 0.102085 0.0060627
0.9 0.890941 0.102315 0.00674403
1 0.890029 0.102544 0.00742689
1.1 0.889116 0.102773 0.00811128
1.2 0.888202 0.103001 0.00879719
1.3 0.887286 0.103229 0.00948463
1.4 0.88637 0.103456 0.0101736
1.5 0.885452 0.103684 0.010864
1.6 0.884534 0.10391 0.011556
1.7 0.883614 0.104136 0.0122495
1.8 0.882693 0.104362 0.0129445
1.9 0.881772 0.104587 0.013641
2 0.880849 0.104812 0.014339
2.1 0.879925 0.105036 0.0150385
2.2 0.879001 0.10526 0.0157395
2.3 0.878075 0.105483 0.016442
2.4 0.877148 0.105706 0.0171459
2.5 0.87622 0.105928 0.0178514
2.6 0.875292 0.10615 0.0185583
2.7 0.874362 0.106371 0.0192667
2.8 0.873432 0.106592 0.0199766
2.9 0.8725 0.106812 0.0206879
3 0.871568 0.107031 0.0214007
3.1 0.870634 0.10725 0.022115
3.2 0.8697 0.107469 0.0228307
3.3 0.868765 0.107687 0.0235479
3.4 0.867829 0.107904 0.0242666
3.5 0.866892 0.108121 0.0249867
3.6 0.865955 0.108337 0.0257082
3.7 0.865016 0.108553 0.0264311
3.8 0.864077 0.108768 0.0271556
3.9 0.863136 0.108982 0.0278814
4 0.862195 0.109196 0.0286086
4.1 0.861253 0.109409 0.0293373
4.2 0.860311 0.109622 0.0300674
4.3 0.859367 0.109834 0.030799
4.4 0.858423 0.110045 0.0315319
4.5 0.857478 0.110256 0.0322662
4.6 0.856532 0.110466 0.033002
4.7 0.855586 0.110675 0.0337391
4.8 0.854638 0.110884 0.0344776
4.9 0.85369 0.111092 0.0352176
5 0.852742 0.1113 0.0359589
5.1 0.851792 0.111506 0.0367015
5.2 0.850842 0.111712 0.0374456
5.3 0.849891 0.111918 0.038191
5.4 0.84894 0.112123 0.0389378
5.5 0.847987 0.112327 0.039686
5.6 0.847035 0.11253 0.0404355
5.7 0.846081 0.112733 0.0411864
5.8 0.845127 0.112934 0.0419386
5.9 0.844172 0.113136 0.0426922
6 0.843217 0.113336 0.0434471
6.1 0.842261 0.113536 0.0442033
6.2 0.841304 0.113735 0.0449609
6.3 0.840347 0.113933 0.0457198
6.4 0.839389 0.114131 0.04648
6.5 0.838431 0.114327 0.0472415
6.6 0.837472 0.114523 0.0480044
6.7 0.836513 0.114719 0.0487685
6.8 0.835553 0.114913 0.049534
6.9 0.834593 0.115107 0.0503007
7 0.833632 0.1153 0.0510687
7.1 0.83267 0.115492 0.051838
7.2 0.831708 0.115683 0.0526086
7.3 0.830746 0.115874 0.0533805
7.4 0.829783 0.116063 0.0541536
7.5 0.82882 0.116252 0.054928
7.6 0.827856 0.11644 0.0557036
7.7 0.826892 0.116628 0.0564805
7.8 0.825927 0.116814 0.0572586
7.9 0.824962 0.117 0.058038
8 0.823997 0.117184 0.0588186
8.1 0.823031 0.117368 0.0596005
8.2 0.822065 0.117551 0.0603835
8.3 0.821098 0.117734 0.0611678
8.4 0.820132 0.117915 0.0619533
8.5 0.819164 0.118096 0.06274
8.6 0.818197 0.118275 0.0635279
8.7 0.817229 0.118454 0.064317
8.8 0.816261 0.118632 0.0651073
8.9 0.815292 0.118809 0.0658988
9 0.814323 0.118985 0.0666914
9.1 0.813354 0.11916 0.0674853
9.2 0.812385 0.119335 0.0682802
9.3 0.811415 0.119508 0.0690764
9.4 0.810446 0.119681 0.0698737
9.5 0.809476 0.119852 0.0706721
9.6 0.808505 0.120023 0.0714717
9.7 0.807535 0.120193 0.0722724
9.8 0.806564 0.120362 0.0730743
9.9 0.805593 0.12053 0.0738772
10 0.804622 0.120697 0.0746813
10.1 0.803651 0.120863 0.0754865
10.2 0.80268 0.121028 0.0762928
10.3 0.801708 0.121192 0.0771002
10.4 0.800736 0.121355 0.0779087
10.5 0.799765 0.121517 0.0787183
10.6 0.798793 0.121678 0.079529
10.7 0.797821 0.121839 0.0803407
10.8 0.796848 0.121998 0.0811535
10.9 0.795876 0.122156 0.0819673
11 0.794904 0.122314 0.0827822
11.1 0.793932 0.12247 0.0835982
11.2 0.792959 0.122625 0.0844151
11.3 0.791987 0.12278 0.0852332
11.4 0.791015 0.122933 0.0860522
11.5 0.790042 0.123086 0.0868723
11.6 0.78907 0.123237 0.0876933
11.7 0.788097 0.123387 0.0885154
11.8 0.787125 0.123537 0.0893385
11.9 0.786153 0.123685 0.0901626
12 0.78518 0.123832 0.0909876
12.1 0.784208 0.123978 0.0918137
12.2 0.783236 0.124124 0.0926407
12.3 0.782264 0.124268 0.0934686
12.4 0.781292 0.124411 0.0942976
12.5 0.78032 0.124553 0.0951275
12.6 0.779348 0.124694 0.0959583
12.7 0.778376 0.124834 0.09679
12.8 0.777404 0.124973 0.0976227
12.9 0.776433 0.125111 0.0984563
13 0.775462 0.125248 0.0992909
13.1 0.77449 0.125383 0.100126
13.2 0.773519 0.125518 0.100963
13.3 0.772549 0.125652 0.1018
13.4 0.771578 0.125784 0.102638
13.5 0.770608 0.125915 0.103477
13.6 0.769637 0.126046 0.104317
13.7 0.768667 0.126175 0.105158
13.8 0.767698 0.126303 0.105999
13.9 0.766728 0.12643 0.106842
14 0.765759 0.126556 0.107685
14.1 0.76479 0.126681 0.108529
14.2 0.763821 0.126805 0.109374
14.3 0.762853 0.126927 0.11022
14.4 0.761885 0.127049 0.111066
14.5 0.760917 0.127169 0.111914
14.6 0.759949 0.127289 0.112762
14.7 0.758982 0.127407 0.113611
14.8 0.758015 0.127524 0.114461
14.9 0.757049 0.12764 0.115311
15 0.756083 0.127755 0.116163
15.1 0.755117 0.127868 0.117015
15.2 0.754152 0.127981 0.117867
15.3 0.753187 0.128092 0.118721
15.4 0.752222 0.128202 0.119575
15.5 0.751258 0.128312 0.12043
15.6 0.750294 0.12842 0.121286
15.7 0.749331 0.128526 0.122143
15.8 0.748368 0.128632 0.123
15.9 0.747406 0.128737 0.123858
16 0.746444 0.12884 0.124716
16.1 0.745482 0.128942 0.125576
16.2 0.744521 0.129043 0.126436
16.3 0.743561 0.129143 0.127296
16.4 0.742601 0.129242 0.128157
16.5 0.741641 0.129339 0.129019
16.6 0.740682 0.129436 0.129882
16.7 0.739724 0.129531 0.130745
16.8 0.738766 0.129625 0.131609
16.9 0.737809 0.129718 0.132474
17 0.736852 0.12981 0.133339
